url,category
https://gramunnati.blob.core.windows.net/lead-images/f3f62b94-5539-4b88-93c2-8c67c1837752_1722576762452_1722576762.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/a8b0c249-4e5f-4c67-8b7b-d38a5c1de617_1722579012435_1722579012.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/f442cbf1-1335-4e43-bf64-e60dba31950e_1722588455950_1722588456.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/02191035-f48a-4518-aa81-7744b444dab8_1722588689921_1722588690.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/c45a6b8a-ca8e-4f47-91dc-93fccdb86fdf_1722588816115_1722588817.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/e43d9a9f-3468-41db-a39b-4ba816a6d19f_1722594287758_1722594289.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/e567667e-a200-49b9-ba96-52c48cbfc74e_1722595485254_1722595485.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/c8d79b50-9d90-4066-95a4-151945e425f1_1722596448083_1722596449.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/be02a40f-4624-43d8-9136-21cb003137c5_1722597377056_1722597377.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/070e05dd-b8f3-4c88-8799-fed7c626b41f_1722598567188_1722598567.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/f49ae6b4-2b18-4350-90cc-e37725dd8f47_1722654520336_1722654521.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/cb846f2c-f133-40b3-a25a-405e6967dffe_1722654716101_1722654717.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/7a7ebf3c-c02c-4087-830d-3022d49962b5_1722655016994_1722655018.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/01a8970e-6a1b-4485-860b-5ba1553cb0a7_1722656238621_1722656239.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/468459e5-d84d-4e94-a3bd-a36429a01b43_1722659183883_1722659185.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/d20ff647-1c08-48b0-8d98-298b68ba670f_1722659350252_1722659357.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/44376364-f442-4398-a7d0-b3c794bdadf0_1722659385353_1722659386.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/01fe834f-6c45-453d-8724-1cb1399a1fd4_1722681498389_1722681498.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/dbd8c01d-0a66-4f08-b97a-8496e135d83e_1722682804439_1722682806.jpg,inputs
